country,lhz,lead,event_count,hr,far,f1,hr_baseline,far_baseline,hr_baseline2,far_baseline2
Ethiopia,ap,0,3,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0
Ethiopia,ap,1,3,0.0,0.047619047619047616,0.0,0.0,0.07142857142857142,0.0,0.0
Ethiopia,ap,2,3,0.0,0.047619047619047616,0.0,0.0,0.07142857142857142,0.0,0.0
Ethiopia,ap,3,3,0.0,0.047619047619047616,0.0,0.0,0.07142857142857142,0.0,0.0
Ethiopia,ap,4,3,0.0,0.023809523809523808,0.0,0.3333333333333333,0.07142857142857142,0.0,0.0
Ethiopia,ap,8,3,0.0,0.07142857142857142,0.0,0.0,0.09523809523809523,0.0,0.0
Ethiopia,ap,12,3,0.0,0.0,0.0,0.3333333333333333,0.047619047619047616,0.0,0.0
Ethiopia,other,0,24,0.0,0.011864406779661017,0.0,0.041666666666666664,0.03728813559322034,0.0,0.0
Ethiopia,other,1,24,0.0,0.011864406779661017,0.0,0.041666666666666664,0.03728813559322034,0.0,0.0
Ethiopia,other,2,24,0.0,0.00847457627118644,0.0,0.041666666666666664,0.03728813559322034,0.0,0.0
Ethiopia,other,3,24,0.0,0.0,0.0,0.041666666666666664,0.03728813559322034,0.0,0.0
Ethiopia,other,4,24,0.0,0.0,0.0,0.125,0.023728813559322035,0.0,0.0
Ethiopia,other,8,24,0.0,0.0,0.0,0.0,0.02711864406779661,0.0,0.0
Ethiopia,other,12,24,0.0,0.0,0.0,0.08333333333333333,0.01694915254237288,0.0,0.0
Ethiopia,p,0,23,0.17391304347826086,0.0759493670886076,0.20512820512820512,0.0,0.12025316455696203,0.0,0.0
Ethiopia,p,1,23,0.17391304347826086,0.0759493670886076,0.20512820512820512,0.0,0.12025316455696203,0.0,0.0
Ethiopia,p,2,23,0.08695652173913043,0.0759493670886076,0.1081081081081081,0.0,0.12025316455696203,0.0,0.0
Ethiopia,p,3,23,0.17391304347826086,0.08860759493670886,0.1951219512195122,0.0,0.12025316455696203,0.0,0.0
Ethiopia,p,4,23,0.21739130434782608,0.0759493670886076,0.25,0.08695652173913043,0.13924050632911392,0.0,0.0
Ethiopia,p,8,23,0.08695652173913043,0.05063291139240506,0.12121212121212122,0.17391304347826086,0.10759493670886076,0.0,0.0
Ethiopia,p,12,23,0.13043478260869565,0.10126582278481013,0.14285714285714288,0.17391304347826086,0.10126582278481013,0.0,0.0
Kenya,ap,0,0,,0.0,0.0,,0.0,,0.0
Kenya,ap,1,0,,0.0,0.0,,0.0,,0.0
Kenya,ap,2,0,,0.0,0.0,,0.0,,0.0
Kenya,ap,3,0,,0.0,0.0,,0.0,,0.0
Kenya,ap,4,0,,0.0,0.0,,0.0,,0.0
Kenya,ap,8,0,,0.0,0.0,,0.0,,0.0
Kenya,ap,12,0,,0.0,0.0,,0.0,,0.0
Kenya,other,0,1,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0
Kenya,other,1,1,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0
Kenya,other,2,1,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0
Kenya,other,3,1,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0
Kenya,other,4,1,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0
Kenya,other,8,1,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0
Kenya,other,12,1,0.0,0.0,0.0,0.0,0.0033222591362126247,0.0,0.0
Kenya,p,0,12,0.0,0.0707070707070707,0.0,0.0,0.15151515151515152,0.0,0.0
Kenya,p,1,12,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,0.0
Kenya,p,2,12,0.0,0.0707070707070707,0.0,0.0,0.15151515151515152,0.0,0.0
Kenya,p,3,12,0.16666666666666666,0.0707070707070707,0.1904761904761905,0.0,0.15151515151515152,0.0,0.0
Kenya,p,4,12,0.0,0.0707070707070707,0.0,0.0,0.13131313131313133,0.0,0.0
Kenya,p,8,12,0.0,0.010101010101010102,0.0,0.0,0.09090909090909091,0.0,0.0
Kenya,p,12,12,0.0,0.06060606060606061,0.0,0.16666666666666666,0.0707070707070707,0.0,0.0
Somalia,ap,0,18,0.3333333333333333,0.0958904109589041,0.3157894736842105,0.0,0.11643835616438356,0.0,0.02054794520547945
Somalia,ap,1,18,0.6111111111111112,0.0410958904109589,0.6285714285714287,0.0,0.11643835616438356,0.0,0.02054794520547945
Somalia,ap,2,18,0.3333333333333333,0.07534246575342465,0.34285714285714286,0.0,0.11643835616438356,0.0,0.02054794520547945
Somalia,ap,3,18,0.5555555555555556,0.04794520547945205,0.5714285714285715,0.0,0.11643835616438356,0.0,0.02054794520547945
Somalia,ap,4,18,0.5555555555555556,0.03424657534246575,0.606060606060606,0.0,0.04794520547945205,0.0,0.02054794520547945
Somalia,ap,8,18,0.2222222222222222,0.1095890410958904,0.2105263157894737,0.0,0.04794520547945205,0.0,0.02054794520547945
Somalia,ap,12,18,0.05555555555555555,0.1643835616438356,0.046511627906976744,0.0,0.0410958904109589,0.0,0.02054794520547945
Somalia,other,0,10,0.0,0.0,0.0,0.0,0.20454545454545456,0.0,0.0
Somalia,other,1,10,0.0,0.0,0.0,0.0,0.20454545454545456,0.0,0.0
Somalia,other,2,10,0.0,0.0,0.0,0.0,0.20454545454545456,0.0,0.0
Somalia,other,3,10,0.0,0.022727272727272728,0.0,0.0,0.20454545454545456,0.0,0.0
Somalia,other,4,10,0.0,0.0,0.0,0.1,0.1590909090909091,0.0,0.0
Somalia,other,8,10,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0
Somalia,other,12,10,0.0,0.0,0.0,0.3,0.09090909090909091,0.0,0.0
Somalia,p,0,62,0.04838709677419355,0.125,0.05263157894736842,0.0,0.1556122448979592,0.016129032258064516,0.012755102040816327
Somalia,p,1,62,0.0967741935483871,0.07908163265306123,0.12121212121212119,0.0,0.1556122448979592,0.016129032258064516,0.012755102040816327
Somalia,p,2,62,0.08064516129032258,0.09948979591836735,0.09433962264150943,0.0,0.1556122448979592,0.016129032258064516,0.012755102040816327
Somalia,p,3,62,0.20967741935483872,0.08163265306122448,0.24299065420560745,0.0,0.1556122448979592,0.016129032258064516,0.012755102040816327
Somalia,p,4,62,0.3387096774193548,0.03571428571428571,0.43298969072164945,0.24193548387096775,0.07397959183673469,0.016129032258064516,0.012755102040816327
Somalia,p,8,62,0.0,0.02040816326530612,0.0,0.16129032258064516,0.08418367346938775,0.016129032258064516,0.012755102040816327
Somalia,p,12,62,0.3709677419354839,0.03571428571428571,0.46464646464646464,0.1935483870967742,0.05102040816326531,0.016129032258064516,0.012755102040816327
